0 998 2 0
1 993 7 0
2 991 9 0
3 991 9 0
4 991 9 0
5 984 16 0
6 960 40 0
7 942 58 0
8 942 58 0
9 942 58 0
10 942 58 0
11 917 83 0
12 871 122 7
13 871 120 9
14 871 120 9
15 871 120 9
16 871 113 16
17 871 89 40
18 871 71 58
19 871 71 58
