0 999 1 0
1 998 2 0
2 996 4 0
3 996 4 0
4 995 5 0
5 992 8 0
6 990 10 0
7 980 20 0
8 978 22 0
9 976 24 0
10 972 28 0
11 968 32 0
12 960 38 2
13 958 39 3
14 954 43 3
15 947 49 4
16 944 50 6
17 938 56 6
18 933 49 18
19 924 57 19
20 920 59 21
21 911 64 25
22 905 66 29
23 902 60 38
24 897 64 39
25 895 63 42
26 892 61 47
27 884 65 51
28 882 58 60
29 879 61 60
30 874 54 72
31 869 55 76
32 863 49 88
33 857 53 90
34 847 57 96
35 842 57 101
36 831 67 102
37 822 73 105
38 816 73 111
